Photo_ID,Date,Sample_ID,Origin,Egg_number,Diameter1_long_cm,Diameter2_short_cm,Diam_long_mm,Diam_short_mm,Tech,Note
Apul_204_20201009,20201009,Apul_204,Mahana,60,0.055,0.039,0.55,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,61,0.059,0.035,0.59,0.35,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,62,0.058,0.049,0.58,0.49,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,63,0.062,0.043,0.62,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,64,0.043,0.031,0.43,0.31,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,65,0.047,0.03,0.47,0.3,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,66,0.048,0.036,0.48,0.36,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,67,0.045,0.039,0.45,0.39,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,68,0.055,0.035,0.55,0.35,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,69,0.054,0.034,0.54,0.34,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,70,0.055,0.043,0.55,0.43,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,71,0.058,0.049,0.58,0.49,DC,
Apul_204_20201009,20201009,Apul_204,Mahana,72,0.049,0.042,0.49,0.42,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,1,0.055,0.05,0.55,0.5,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,2,0.049,0.043,0.49,0.43,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,3,0.068,0.065,0.68,0.65,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,4,0.06,0.041,0.6,0.41,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,5,0.056,0.036,0.56,0.36,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,6,0.059,0.048,0.59,0.48,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,7,0.066,0.05,0.66,0.5,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,8,0.055,0.042,0.55,0.42,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,9,0.044,0.052,0.44,0.52,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,10,0.06,0.04,0.6,0.4,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,11,0.058,0.042,0.58,0.42,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,12,0.053,0.043,0.53,0.43,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,13,0.06,0.049,0.6,0.49,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,14,0.059,0.05,0.59,0.5,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,15,0.056,0.045,0.56,0.45,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,16,0.069,0.051,0.69,0.51,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,17,0.055,0.046,0.55,0.46,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,18,0.054,0.038,0.54,0.38,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,19,0.059,0.038,0.59,0.38,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,20,0.057,0.044,0.57,0.44,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,21,0.06,0.046,0.6,0.46,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,22,0.066,0.055,0.66,0.55,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,23,0.057,0.047,0.57,0.47,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,24,0.061,0.054,0.61,0.54,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,25,0.062,0.04,0.62,0.4,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,26,0.064,0.047,0.64,0.47,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,27,0.056,0.043,0.56,0.43,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,28,0.064,0.045,0.64,0.45,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,29,0.056,0.038,0.56,0.38,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,30,0.065,0.059,0.65,0.59,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,31,0.056,0.064,0.56,0.64,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,32,0.059,0.053,0.59,0.53,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,33,0.049,0.048,0.49,0.48,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,34,0.054,0.045,0.54,0.45,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,35,0.042,0.057,0.42,0.57,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,36,0.053,0.042,0.53,0.42,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,37,0.061,0.049,0.61,0.49,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,38,0.063,0.05,0.63,0.5,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,39,0.066,0.049,0.66,0.49,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,40,0.053,0.043,0.53,0.43,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,41,0.051,0.045,0.51,0.45,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,42,0.062,0.035,0.62,0.35,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,43,0.069,0.046,0.69,0.46,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,44,0.054,0.047,0.54,0.47,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,45,0.062,0.059,0.62,0.59,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,46,0.055,0.048,0.55,0.48,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,47,0.061,0.048,0.61,0.48,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,48,0.067,0.06,0.67,0.6,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,49,0.067,0.049,0.67,0.49,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,50,0.063,0.047,0.63,0.47,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,51,0.054,0.047,0.54,0.47,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,52,0.06,0.05,0.6,0.5,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,53,0.054,0.045,0.54,0.45,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,54,0.067,0.049,0.67,0.49,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,55,0.058,0.046,0.58,0.46,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,56,0.055,0.052,0.55,0.52,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,57,0.05,0.042,0.5,0.42,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,58,0.063,0.045,0.63,0.45,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,59,0.063,0.053,0.63,0.53,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,60,0.057,0.051,0.57,0.51,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,61,0.057,0.056,0.57,0.56,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,62,0.055,0.05,0.55,0.5,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,63,0.063,0.051,0.63,0.51,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,64,0.062,0.041,0.62,0.41,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,65,0.073,0.048,0.73,0.48,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,66,0.072,0.05,0.72,0.5,DC,
Apul_206_20201013,20201013,Apul_206,Mahana,67,0.059,0.063,0.59,0.63,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,1,0.073,0.049,0.73,0.49,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,2,0.06,0.056,0.6,0.56,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,3,0.06,0.049,0.6,0.49,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,4,0.075,0.04,0.75,0.4,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,5,0.064,0.045,0.64,0.45,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,6,0.06,0.042,0.6,0.42,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,7,0.062,0.032,0.62,0.32,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,8,0.059,0.058,0.59,0.58,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,9,0.052,0.034,0.52,0.34,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,10,0.065,0.062,0.65,0.62,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,11,0.059,0.044,0.59,0.44,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,12,0.055,0.05,0.55,0.5,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,13,0.07,0.036,0.7,0.36,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,14,0.052,0.046,0.52,0.46,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,15,0.075,0.038,0.75,0.38,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,16,0.054,0.051,0.54,0.51,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,17,0.052,0.051,0.52,0.51,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,18,0.063,0.042,0.63,0.42,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,19,0.058,0.039,0.58,0.39,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,20,0.066,0.052,0.66,0.52,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,21,0.054,0.041,0.54,0.41,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,22,0.064,0.05,0.64,0.5,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,23,0.059,0.057,0.59,0.57,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,24,0.06,0.043,0.6,0.43,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,25,0.053,0.038,0.53,0.38,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,26,0.066,0.051,0.66,0.51,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,27,0.062,0.048,0.62,0.48,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,28,0.055,0.031,0.55,0.31,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,29,0.058,0.038,0.58,0.38,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,30,0.054,0.045,0.54,0.45,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,31,0.05,0.05,0.5,0.5,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,32,0.057,0.057,0.57,0.57,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,33,0.063,0.056,0.63,0.56,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,34,0.071,0.054,0.71,0.54,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,35,0.064,0.042,0.64,0.42,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,36,0.054,0.052,0.54,0.52,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,37,0.059,0.047,0.59,0.47,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,38,0.059,0.044,0.59,0.44,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,39,0.065,0.045,0.65,0.45,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,40,0.058,0.048,0.58,0.48,DC,
Apul_208_20201009,20201009,Apul_208,Mahana,41,0.068,0.033,0.68,0.33,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,1,0.043,0.037,0.43,0.37,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,2,0.055,0.032,0.55,0.32,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,3,0.063,0.055,0.63,0.55,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,4,0.066,0.05,0.66,0.5,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,5,0.058,0.045,0.58,0.45,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,6,0.047,0.051,0.47,0.51,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,7,0.056,0.044,0.56,0.44,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,8,0.055,0.049,0.55,0.49,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,9,0.05,0.031,0.5,0.31,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,10,0.052,0.035,0.52,0.35,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,11,0.066,0.032,0.66,0.32,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,12,0.059,0.051,0.59,0.51,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,13,0.044,0.041,0.44,0.41,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,14,0.072,0.034,0.72,0.34,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,15,0.065,0.062,0.65,0.62,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,16,0.048,0.044,0.48,0.44,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,17,0.053,0.027,0.53,0.27,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,18,0.051,0.038,0.51,0.38,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,19,0.055,0.033,0.55,0.33,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,20,0.057,0.029,0.57,0.29,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,21,0.061,0.049,0.61,0.49,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,22,0.063,0.051,0.63,0.51,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,23,0.047,0.033,0.47,0.33,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,24,0.054,0.036,0.54,0.36,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,25,0.059,0.054,0.59,0.54,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,26,0.056,0.041,0.56,0.41,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,27,0.048,0.033,0.48,0.33,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,28,0.056,0.035,0.56,0.35,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,29,0.043,0.046,0.43,0.46,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,30,0.063,0.034,0.63,0.34,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,31,0.058,0.043,0.58,0.43,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,32,0.054,0.045,0.54,0.45,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,33,0.057,0.036,0.57,0.36,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,34,0.056,0.03,0.56,0.3,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,35,0.058,0.037,0.58,0.37,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,36,0.044,0.042,0.44,0.42,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,37,0.073,0.035,0.73,0.35,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,38,0.065,0.025,0.65,0.25,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,39,0.047,0.043,0.47,0.43,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,40,0.072,0.031,0.72,0.31,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,41,0.056,0.049,0.56,0.49,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,42,0.052,0.05,0.52,0.5,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,43,0.055,0.043,0.55,0.43,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,44,0.047,0.046,0.47,0.46,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,45,0.041,0.042,0.41,0.42,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,46,0.053,0.055,0.53,0.55,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,47,0.05,0.042,0.5,0.42,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,48,0.057,0.047,0.57,0.47,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,49,0.055,0.039,0.55,0.39,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,50,0.052,0.037,0.52,0.37,DC,
Apul_1N_20201014,20201014,Apul_1N,Nursery,51,0.043,0.035,0.43,0.35,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,1,0.047,0.035,0.47,0.35,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,2,0.039,0.038,0.39,0.38,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,3,0.072,0.055,0.72,0.55,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,4,0.051,0.043,0.51,0.43,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,5,0.055,0.052,0.55,0.52,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,6,0.065,0.052,0.65,0.52,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,7,0.052,0.051,0.52,0.51,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,8,0.065,0.058,0.65,0.58,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,9,0.063,0.044,0.63,0.44,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,10,0.066,0.04,0.66,0.4,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,11,0.065,0.047,0.65,0.47,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,12,0.038,0.035,0.38,0.35,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,13,0.068,0.049,0.68,0.49,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,14,0.059,0.043,0.59,0.43,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,15,0.053,0.043,0.53,0.43,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,16,0.062,0.053,0.62,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,17,0.051,0.044,0.51,0.44,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,18,0.063,0.06,0.63,0.6,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,19,0.057,0.053,0.57,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,20,0.053,0.051,0.53,0.51,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,21,0.06,0.035,0.6,0.35,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,22,0.064,0.043,0.64,0.43,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,23,0.047,0.047,0.47,0.47,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,24,0.054,0.039,0.54,0.39,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,25,0.059,0.047,0.59,0.47,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,26,0.065,0.048,0.65,0.48,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,27,0.05,0.056,0.5,0.56,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,28,0.048,0.04,0.48,0.4,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,29,0.063,0.053,0.63,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,30,0.05,0.038,0.5,0.38,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,31,0.052,0.049,0.52,0.49,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,32,0.052,0.048,0.52,0.48,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,33,0.052,0.05,0.52,0.5,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,34,0.062,0.053,0.62,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,35,0.057,0.039,0.57,0.39,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,36,0.061,0.047,0.61,0.47,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,37,0.056,0.03,0.56,0.3,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,38,0.052,0.044,0.52,0.44,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,39,0.065,0.046,0.65,0.46,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,40,0.054,0.046,0.54,0.46,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,41,0.048,0.038,0.48,0.38,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,42,0.047,0.05,0.47,0.5,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,43,0.051,0.047,0.51,0.47,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,44,0.063,0.035,0.63,0.35,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,45,0.062,0.031,0.62,0.31,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,46,0.057,0.041,0.57,0.41,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,47,0.051,0.06,0.51,0.6,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,48,0.074,0.029,0.74,0.29,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,49,0.056,0.038,0.56,0.38,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,50,0.049,0.045,0.49,0.45,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,51,0.042,0.043,0.42,0.43,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,52,0.048,0.041,0.48,0.41,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,53,0.06,0.053,0.6,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,54,0.066,0.053,0.66,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,55,0.064,0.053,0.64,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,56,0.05,0.041,0.5,0.41,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,57,0.059,0.049,0.59,0.49,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,58,0.055,0.04,0.55,0.4,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,59,0.061,0.053,0.61,0.53,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,60,0.059,0.051,0.59,0.51,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,61,0.067,0.045,0.67,0.45,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,62,0.067,0.06,0.67,0.6,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,63,0.066,0.046,0.66,0.46,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,64,0.057,0.047,0.57,0.47,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,65,0.046,0.047,0.46,0.47,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,66,0.053,0.032,0.53,0.32,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,67,0.048,0.043,0.48,0.43,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,68,0.038,0.041,0.38,0.41,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,69,0.067,0.037,0.67,0.37,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,70,0.041,0.037,0.41,0.37,DC,
Apul_14N_20201013,20201013,Apul_14N,Nursery,71,0.061,0.042,0.61,0.42,DC,
